epoch,rank,dev_idx,id,label,logit0,logit1,p_dep,pred,correct,margin,ce_loss,actual_lens,v_path,a_path,l_path,v_len,a_len,v_norm,a_norm,has_nan_inf,has_allzero
31,1,60,618,0,-2.436092,2.673258,0.993996,1,0,5.109350,5.115372,,data/dvlog-dataset/dvlog-dataset/618/618_visual.npy,data/dvlog-dataset/dvlog-dataset/618/618_acoustic.npy,data/dvlog-dataset/dvlog-dataset/618/618_visual.npy,1102,1102,320.649341,127473.367793,False,False
31,2,70,690,0,-2.446434,2.613619,0.993695,1,0,5.060053,5.066378,,data/dvlog-dataset/dvlog-dataset/690/690_visual.npy,data/dvlog-dataset/dvlog-dataset/690/690_acoustic.npy,data/dvlog-dataset/dvlog-dataset/690/690_visual.npy,701,701,278.668262,100822.280770,False,False
31,3,51,518,1,2.468821,-2.227092,0.009050,0,0,4.695913,4.705004,,data/dvlog-dataset/dvlog-dataset/518/518_visual.npy,data/dvlog-dataset/dvlog-dataset/518/518_acoustic.npy,data/dvlog-dataset/dvlog-dataset/518/518_visual.npy,993,993,367.303689,115845.678712,False,False
31,4,35,317,1,2.437224,-2.225640,0.009351,0,0,4.662864,4.672259,,data/dvlog-dataset/dvlog-dataset/317/317_visual.npy,data/dvlog-dataset/dvlog-dataset/317/317_acoustic.npy,data/dvlog-dataset/dvlog-dataset/317/317_visual.npy,899,899,321.496501,118196.661067,False,False
31,5,84,799,0,-2.166790,2.248409,0.988052,1,0,4.415199,4.427219,,data/dvlog-dataset/dvlog-dataset/799/799_visual.npy,data/dvlog-dataset/dvlog-dataset/799/799_acoustic.npy,data/dvlog-dataset/dvlog-dataset/799/799_visual.npy,912,912,0.000000,115227.936352,False,True
31,6,18,201,1,2.378938,-2.024576,0.012086,0,0,4.403514,4.415674,,data/dvlog-dataset/dvlog-dataset/201/201_visual.npy,data/dvlog-dataset/dvlog-dataset/201/201_acoustic.npy,data/dvlog-dataset/dvlog-dataset/201/201_visual.npy,942,942,214.401493,113359.459093,False,False
31,7,86,811,0,-2.104347,2.161137,0.986149,1,0,4.265484,4.279431,,data/dvlog-dataset/dvlog-dataset/811/811_visual.npy,data/dvlog-dataset/dvlog-dataset/811/811_acoustic.npy,data/dvlog-dataset/dvlog-dataset/811/811_visual.npy,752,752,0.000000,103621.440094,False,True
31,8,85,808,0,-2.237175,1.907068,0.984392,1,0,4.144243,4.159974,,data/dvlog-dataset/dvlog-dataset/808/808_visual.npy,data/dvlog-dataset/dvlog-dataset/808/808_acoustic.npy,data/dvlog-dataset/dvlog-dataset/808/808_visual.npy,365,365,215.034881,68346.006020,False,False
31,9,4,43,1,2.122218,-1.984000,0.016203,0,0,4.106218,4.122554,,data/dvlog-dataset/dvlog-dataset/43/43_visual.npy,data/dvlog-dataset/dvlog-dataset/43/43_acoustic.npy,data/dvlog-dataset/dvlog-dataset/43/43_visual.npy,672,672,282.545572,96687.469212,False,False
31,10,25,249,1,2.226900,-1.871015,0.016336,0,0,4.097916,4.114387,,data/dvlog-dataset/dvlog-dataset/249/249_visual.npy,data/dvlog-dataset/dvlog-dataset/249/249_acoustic.npy,data/dvlog-dataset/dvlog-dataset/249/249_visual.npy,594,594,222.189109,92047.728553,False,False
32,1,60,618,0,-2.520406,2.806233,0.995163,1,0,5.326639,5.331488,,data/dvlog-dataset/dvlog-dataset/618/618_visual.npy,data/dvlog-dataset/dvlog-dataset/618/618_acoustic.npy,data/dvlog-dataset/dvlog-dataset/618/618_visual.npy,1102,1102,320.649341,127473.367793,False,False
32,2,70,690,0,-2.537080,2.783594,0.995134,1,0,5.320674,5.325552,,data/dvlog-dataset/dvlog-dataset/690/690_visual.npy,data/dvlog-dataset/dvlog-dataset/690/690_acoustic.npy,data/dvlog-dataset/dvlog-dataset/690/690_visual.npy,701,701,278.668262,100822.280770,False,False
32,3,88,839,0,-2.504037,2.710717,0.994594,1,0,5.214754,5.220175,,data/dvlog-dataset/dvlog-dataset/839/839_visual.npy,data/dvlog-dataset/dvlog-dataset/839/839_acoustic.npy,data/dvlog-dataset/dvlog-dataset/839/839_visual.npy,614,614,254.699823,94408.544273,False,False
32,4,59,608,0,-2.489334,2.714300,0.994534,1,0,5.203634,5.209116,,data/dvlog-dataset/dvlog-dataset/608/608_visual.npy,data/dvlog-dataset/dvlog-dataset/608/608_acoustic.npy,data/dvlog-dataset/dvlog-dataset/608/608_visual.npy,976,976,352.567724,121226.919711,False,False
32,5,85,808,0,-2.600161,2.597545,0.994501,1,0,5.197706,5.203220,,data/dvlog-dataset/dvlog-dataset/808/808_visual.npy,data/dvlog-dataset/dvlog-dataset/808/808_acoustic.npy,data/dvlog-dataset/dvlog-dataset/808/808_visual.npy,365,365,215.034881,68346.006020,False,False
32,6,101,951,0,-2.538501,2.613266,0.994244,1,0,5.151767,5.157539,,data/dvlog-dataset/dvlog-dataset/951/951_visual.npy,data/dvlog-dataset/dvlog-dataset/951/951_acoustic.npy,data/dvlog-dataset/dvlog-dataset/951/951_visual.npy,367,367,223.409937,70235.764793,False,False
32,7,97,925,0,-2.395904,2.673993,0.993756,1,0,5.069897,5.076160,,data/dvlog-dataset/dvlog-dataset/925/925_visual.npy,data/dvlog-dataset/dvlog-dataset/925/925_acoustic.npy,data/dvlog-dataset/dvlog-dataset/925/925_visual.npy,323,322,202.662281,66578.044371,False,False
32,8,92,873,0,-2.372303,2.610811,0.993194,1,0,4.983113,4.989943,,data/dvlog-dataset/dvlog-dataset/873/873_visual.npy,data/dvlog-dataset/dvlog-dataset/873/873_acoustic.npy,data/dvlog-dataset/dvlog-dataset/873/873_visual.npy,302,302,202.662281,65744.021251,False,False
32,9,91,872,0,-2.315463,2.652104,0.993088,1,0,4.967566,4.974503,,data/dvlog-dataset/dvlog-dataset/872/872_visual.npy,data/dvlog-dataset/dvlog-dataset/872/872_acoustic.npy,data/dvlog-dataset/dvlog-dataset/872/872_visual.npy,366,366,220.961535,70755.564215,False,False
32,10,35,317,1,2.615351,-2.266463,0.007526,0,0,4.881814,4.889368,,data/dvlog-dataset/dvlog-dataset/317/317_visual.npy,data/dvlog-dataset/dvlog-dataset/317/317_acoustic.npy,data/dvlog-dataset/dvlog-dataset/317/317_visual.npy,899,899,321.496501,118196.661067,False,False
33,1,85,808,0,-2.673332,2.681159,0.995295,1,0,5.354492,5.359208,,data/dvlog-dataset/dvlog-dataset/808/808_visual.npy,data/dvlog-dataset/dvlog-dataset/808/808_acoustic.npy,data/dvlog-dataset/dvlog-dataset/808/808_visual.npy,365,365,215.034881,68346.006020,False,False
33,2,60,618,0,-2.539582,2.784476,0.995151,1,0,5.324058,5.328918,,data/dvlog-dataset/dvlog-dataset/618/618_visual.npy,data/dvlog-dataset/dvlog-dataset/618/618_acoustic.npy,data/dvlog-dataset/dvlog-dataset/618/618_visual.npy,1102,1102,320.649341,127473.367793,False,False
33,3,70,690,0,-2.544400,2.772706,0.995117,1,0,5.317106,5.322001,,data/dvlog-dataset/dvlog-dataset/690/690_visual.npy,data/dvlog-dataset/dvlog-dataset/690/690_acoustic.npy,data/dvlog-dataset/dvlog-dataset/690/690_visual.npy,701,701,278.668262,100822.280770,False,False
33,4,59,608,0,-2.508707,2.796302,0.995058,1,0,5.305009,5.309963,,data/dvlog-dataset/dvlog-dataset/608/608_visual.npy,data/dvlog-dataset/dvlog-dataset/608/608_acoustic.npy,data/dvlog-dataset/dvlog-dataset/608/608_visual.npy,976,976,352.567724,121226.919711,False,False
33,5,57,591,0,-2.431592,2.841791,0.994900,1,0,5.273384,5.278497,,data/dvlog-dataset/dvlog-dataset/591/591_visual.npy,data/dvlog-dataset/dvlog-dataset/591/591_acoustic.npy,data/dvlog-dataset/dvlog-dataset/591/591_visual.npy,675,675,220.345184,96818.602501,False,False
33,6,88,839,0,-2.495754,2.676091,0.994358,1,0,5.171844,5.177503,,data/dvlog-dataset/dvlog-dataset/839/839_visual.npy,data/dvlog-dataset/dvlog-dataset/839/839_acoustic.npy,data/dvlog-dataset/dvlog-dataset/839/839_visual.npy,614,614,254.699823,94408.544273,False,False
33,7,92,873,0,-2.459915,2.689069,0.994228,1,0,5.148984,5.154772,,data/dvlog-dataset/dvlog-dataset/873/873_visual.npy,data/dvlog-dataset/dvlog-dataset/873/873_acoustic.npy,data/dvlog-dataset/dvlog-dataset/873/873_visual.npy,302,302,202.662281,65744.021251,False,False
33,8,97,925,0,-2.427033,2.706303,0.994138,1,0,5.133336,5.139215,,data/dvlog-dataset/dvlog-dataset/925/925_visual.npy,data/dvlog-dataset/dvlog-dataset/925/925_acoustic.npy,data/dvlog-dataset/dvlog-dataset/925/925_visual.npy,323,322,202.662281,66578.044371,False,False
33,9,58,600,0,-2.338163,2.786142,0.994085,1,0,5.124306,5.130239,,data/dvlog-dataset/dvlog-dataset/600/600_visual.npy,data/dvlog-dataset/dvlog-dataset/600/600_acoustic.npy,data/dvlog-dataset/dvlog-dataset/600/600_visual.npy,1220,1220,376.446543,133426.665453,False,False
33,10,101,951,0,-2.505198,2.613181,0.994050,1,0,5.118379,5.124347,,data/dvlog-dataset/dvlog-dataset/951/951_visual.npy,data/dvlog-dataset/dvlog-dataset/951/951_acoustic.npy,data/dvlog-dataset/dvlog-dataset/951/951_visual.npy,367,367,223.409937,70235.764793,False,False
34,1,70,690,0,-2.562523,2.822916,0.995438,1,0,5.385439,5.390011,,data/dvlog-dataset/dvlog-dataset/690/690_visual.npy,data/dvlog-dataset/dvlog-dataset/690/690_acoustic.npy,data/dvlog-dataset/dvlog-dataset/690/690_visual.npy,701,701,278.668262,100822.280770,False,False
34,2,60,618,0,-2.556759,2.820283,0.995400,1,0,5.377042,5.381653,,data/dvlog-dataset/dvlog-dataset/618/618_visual.npy,data/dvlog-dataset/dvlog-dataset/618/618_acoustic.npy,data/dvlog-dataset/dvlog-dataset/618/618_visual.npy,1102,1102,320.649341,127473.367793,False,False
34,3,43,423,1,2.702372,-2.671155,0.004616,0,0,5.373527,5.378154,,data/dvlog-dataset/dvlog-dataset/423/423_visual.npy,data/dvlog-dataset/dvlog-dataset/423/423_acoustic.npy,data/dvlog-dataset/dvlog-dataset/423/423_visual.npy,595,595,238.713217,93281.858276,False,False
34,4,26,252,1,2.724974,-2.562864,0.005027,0,0,5.287838,5.292878,,data/dvlog-dataset/dvlog-dataset/252/252_visual.npy,data/dvlog-dataset/dvlog-dataset/252/252_acoustic.npy,data/dvlog-dataset/dvlog-dataset/252/252_visual.npy,682,682,287.791591,104237.846835,False,False
34,5,59,608,0,-2.542997,2.724117,0.994868,1,0,5.267114,5.272259,,data/dvlog-dataset/dvlog-dataset/608/608_visual.npy,data/dvlog-dataset/dvlog-dataset/608/608_acoustic.npy,data/dvlog-dataset/dvlog-dataset/608/608_visual.npy,976,976,352.567724,121226.919711,False,False
34,6,51,518,1,2.749651,-2.493439,0.005256,0,0,5.243091,5.248361,,data/dvlog-dataset/dvlog-dataset/518/518_visual.npy,data/dvlog-dataset/dvlog-dataset/518/518_acoustic.npy,data/dvlog-dataset/dvlog-dataset/518/518_visual.npy,993,993,367.303689,115845.678712,False,False
34,7,35,317,1,2.750710,-2.486506,0.005287,0,0,5.237216,5.242517,,data/dvlog-dataset/dvlog-dataset/317/317_visual.npy,data/dvlog-dataset/dvlog-dataset/317/317_acoustic.npy,data/dvlog-dataset/dvlog-dataset/317/317_visual.npy,899,899,321.496501,118196.661067,False,False
34,8,25,249,1,2.738761,-2.443657,0.005583,0,0,5.182418,5.188016,,data/dvlog-dataset/dvlog-dataset/249/249_visual.npy,data/dvlog-dataset/dvlog-dataset/249/249_acoustic.npy,data/dvlog-dataset/dvlog-dataset/249/249_visual.npy,594,594,222.189109,92047.728553,False,False
34,9,85,808,0,-2.592685,2.567571,0.994292,1,0,5.160256,5.165980,,data/dvlog-dataset/dvlog-dataset/808/808_visual.npy,data/dvlog-dataset/dvlog-dataset/808/808_acoustic.npy,data/dvlog-dataset/dvlog-dataset/808/808_visual.npy,365,365,215.034881,68346.006020,False,False
34,10,11,132,1,2.757185,-2.385933,0.005806,0,0,5.143118,5.148941,,data/dvlog-dataset/dvlog-dataset/132/132_visual.npy,data/dvlog-dataset/dvlog-dataset/132/132_acoustic.npy,data/dvlog-dataset/dvlog-dataset/132/132_visual.npy,331,331,210.237960,70265.873591,False,False
35,1,85,808,0,-2.659800,2.742713,0.995515,1,0,5.402513,5.407008,,data/dvlog-dataset/dvlog-dataset/808/808_visual.npy,data/dvlog-dataset/dvlog-dataset/808/808_acoustic.npy,data/dvlog-dataset/dvlog-dataset/808/808_visual.npy,365,365,215.034881,68346.006020,False,False
35,2,60,618,0,-2.533073,2.780980,0.995102,1,0,5.314053,5.318963,,data/dvlog-dataset/dvlog-dataset/618/618_visual.npy,data/dvlog-dataset/dvlog-dataset/618/618_acoustic.npy,data/dvlog-dataset/dvlog-dataset/618/618_visual.npy,1102,1102,320.649341,127473.367793,False,False
35,3,70,690,0,-2.523868,2.783935,0.995072,1,0,5.307803,5.312744,,data/dvlog-dataset/dvlog-dataset/690/690_visual.npy,data/dvlog-dataset/dvlog-dataset/690/690_acoustic.npy,data/dvlog-dataset/dvlog-dataset/690/690_visual.npy,701,701,278.668262,100822.280770,False,False
35,4,92,873,0,-2.413030,2.701234,0.994025,1,0,5.114264,5.120256,,data/dvlog-dataset/dvlog-dataset/873/873_visual.npy,data/dvlog-dataset/dvlog-dataset/873/873_acoustic.npy,data/dvlog-dataset/dvlog-dataset/873/873_visual.npy,302,302,202.662281,65744.021251,False,False
35,5,101,951,0,-2.508467,2.596946,0.993973,1,0,5.105413,5.111459,,data/dvlog-dataset/dvlog-dataset/951/951_visual.npy,data/dvlog-dataset/dvlog-dataset/951/951_acoustic.npy,data/dvlog-dataset/dvlog-dataset/951/951_visual.npy,367,367,223.409937,70235.764793,False,False
35,6,97,925,0,-2.411932,2.686208,0.993929,1,0,5.098141,5.104230,,data/dvlog-dataset/dvlog-dataset/925/925_visual.npy,data/dvlog-dataset/dvlog-dataset/925/925_acoustic.npy,data/dvlog-dataset/dvlog-dataset/925/925_visual.npy,323,322,202.662281,66578.044371,False,False
35,7,88,839,0,-2.456558,2.544107,0.993312,1,0,5.000665,5.007376,,data/dvlog-dataset/dvlog-dataset/839/839_visual.npy,data/dvlog-dataset/dvlog-dataset/839/839_acoustic.npy,data/dvlog-dataset/dvlog-dataset/839/839_visual.npy,614,614,254.699823,94408.544273,False,False
35,8,57,591,0,-2.210817,2.753045,0.993063,1,0,4.963862,4.970824,,data/dvlog-dataset/dvlog-dataset/591/591_visual.npy,data/dvlog-dataset/dvlog-dataset/591/591_acoustic.npy,data/dvlog-dataset/dvlog-dataset/591/591_visual.npy,675,675,220.345184,96818.602501,False,False
35,9,51,518,1,2.552429,-2.406644,0.006971,0,0,4.959073,4.966068,,data/dvlog-dataset/dvlog-dataset/518/518_visual.npy,data/dvlog-dataset/dvlog-dataset/518/518_acoustic.npy,data/dvlog-dataset/dvlog-dataset/518/518_visual.npy,993,993,367.303689,115845.678712,False,False
35,10,35,317,1,2.552511,-2.366596,0.007253,0,0,4.919107,4.926386,,data/dvlog-dataset/dvlog-dataset/317/317_visual.npy,data/dvlog-dataset/dvlog-dataset/317/317_acoustic.npy,data/dvlog-dataset/dvlog-dataset/317/317_visual.npy,899,899,321.496501,118196.661067,False,False
36,1,59,608,0,-2.631969,2.757590,0.995457,1,0,5.389560,5.394113,,data/dvlog-dataset/dvlog-dataset/608/608_visual.npy,data/dvlog-dataset/dvlog-dataset/608/608_acoustic.npy,data/dvlog-dataset/dvlog-dataset/608/608_visual.npy,976,976,352.567724,121226.919711,False,False
36,2,57,591,0,-2.547604,2.812671,0.995322,1,0,5.360275,5.364964,,data/dvlog-dataset/dvlog-dataset/591/591_visual.npy,data/dvlog-dataset/dvlog-dataset/591/591_acoustic.npy,data/dvlog-dataset/dvlog-dataset/591/591_visual.npy,675,675,220.345184,96818.602501,False,False
36,3,70,690,0,-2.596941,2.757565,0.995295,1,0,5.354507,5.359222,,data/dvlog-dataset/dvlog-dataset/690/690_visual.npy,data/dvlog-dataset/dvlog-dataset/690/690_acoustic.npy,data/dvlog-dataset/dvlog-dataset/690/690_visual.npy,701,701,278.668262,100822.280770,False,False
36,4,85,808,0,-2.672533,2.668753,0.995233,1,0,5.341286,5.346064,,data/dvlog-dataset/dvlog-dataset/808/808_visual.npy,data/dvlog-dataset/dvlog-dataset/808/808_acoustic.npy,data/dvlog-dataset/dvlog-dataset/808/808_visual.npy,365,365,215.034881,68346.006020,False,False
36,5,88,839,0,-2.611617,2.726358,0.995217,1,0,5.337976,5.342770,,data/dvlog-dataset/dvlog-dataset/839/839_visual.npy,data/dvlog-dataset/dvlog-dataset/839/839_acoustic.npy,data/dvlog-dataset/dvlog-dataset/839/839_visual.npy,614,614,254.699823,94408.544273,False,False
36,6,60,618,0,-2.559135,2.769796,0.995174,1,0,5.328931,5.333768,,data/dvlog-dataset/dvlog-dataset/618/618_visual.npy,data/dvlog-dataset/dvlog-dataset/618/618_acoustic.npy,data/dvlog-dataset/dvlog-dataset/618/618_visual.npy,1102,1102,320.649341,127473.367793,False,False
36,7,92,873,0,-2.593006,2.704684,0.995022,1,0,5.297690,5.302681,,data/dvlog-dataset/dvlog-dataset/873/873_visual.npy,data/dvlog-dataset/dvlog-dataset/873/873_acoustic.npy,data/dvlog-dataset/dvlog-dataset/873/873_visual.npy,302,302,202.662281,65744.021251,False,False
36,8,101,951,0,-2.565231,2.623754,0.994453,1,0,5.188985,5.194547,,data/dvlog-dataset/dvlog-dataset/951/951_visual.npy,data/dvlog-dataset/dvlog-dataset/951/951_acoustic.npy,data/dvlog-dataset/dvlog-dataset/951/951_visual.npy,367,367,223.409937,70235.764793,False,False
36,9,97,925,0,-2.510412,2.644906,0.994264,1,0,5.155317,5.161069,,data/dvlog-dataset/dvlog-dataset/925/925_visual.npy,data/dvlog-dataset/dvlog-dataset/925/925_acoustic.npy,data/dvlog-dataset/dvlog-dataset/925/925_visual.npy,323,322,202.662281,66578.044371,False,False
36,10,79,771,0,-2.461129,2.687859,0.994228,1,0,5.148987,5.154776,,data/dvlog-dataset/dvlog-dataset/771/771_visual.npy,data/dvlog-dataset/dvlog-dataset/771/771_acoustic.npy,data/dvlog-dataset/dvlog-dataset/771/771_visual.npy,447,447,177.628826,77916.349494,False,False
37,1,59,608,0,-2.600675,2.731027,0.995187,1,0,5.331702,5.336526,,data/dvlog-dataset/dvlog-dataset/608/608_visual.npy,data/dvlog-dataset/dvlog-dataset/608/608_acoustic.npy,data/dvlog-dataset/dvlog-dataset/608/608_visual.npy,976,976,352.567724,121226.919711,False,False
37,2,85,808,0,-2.683711,2.577646,0.994839,1,0,5.261356,5.266531,,data/dvlog-dataset/dvlog-dataset/808/808_visual.npy,data/dvlog-dataset/dvlog-dataset/808/808_acoustic.npy,data/dvlog-dataset/dvlog-dataset/808/808_visual.npy,365,365,215.034881,68346.006020,False,False
37,3,70,690,0,-2.560730,2.677232,0.994717,1,0,5.237962,5.243259,,data/dvlog-dataset/dvlog-dataset/690/690_visual.npy,data/dvlog-dataset/dvlog-dataset/690/690_acoustic.npy,data/dvlog-dataset/dvlog-dataset/690/690_visual.npy,701,701,278.668262,100822.280770,False,False
37,4,60,618,0,-2.536471,2.698743,0.994703,1,0,5.235214,5.240526,,data/dvlog-dataset/dvlog-dataset/618/618_visual.npy,data/dvlog-dataset/dvlog-dataset/618/618_acoustic.npy,data/dvlog-dataset/dvlog-dataset/618/618_visual.npy,1102,1102,320.649341,127473.367793,False,False
37,5,51,518,1,2.666544,-2.514853,0.005589,0,0,5.181397,5.187002,,data/dvlog-dataset/dvlog-dataset/518/518_visual.npy,data/dvlog-dataset/dvlog-dataset/518/518_acoustic.npy,data/dvlog-dataset/dvlog-dataset/518/518_visual.npy,993,993,367.303689,115845.678712,False,False
37,6,97,925,0,-2.531306,2.635801,0.994331,1,0,5.167107,5.172791,,data/dvlog-dataset/dvlog-dataset/925/925_visual.npy,data/dvlog-dataset/dvlog-dataset/925/925_acoustic.npy,data/dvlog-dataset/dvlog-dataset/925/925_visual.npy,323,322,202.662281,66578.044371,False,False
37,7,25,249,1,2.652006,-2.486303,0.005833,0,0,5.138309,5.144159,,data/dvlog-dataset/dvlog-dataset/249/249_visual.npy,data/dvlog-dataset/dvlog-dataset/249/249_acoustic.npy,data/dvlog-dataset/dvlog-dataset/249/249_visual.npy,594,594,222.189109,92047.728553,False,False
37,8,35,317,1,2.648869,-2.466060,0.005971,0,0,5.114929,5.120917,,data/dvlog-dataset/dvlog-dataset/317/317_visual.npy,data/dvlog-dataset/dvlog-dataset/317/317_acoustic.npy,data/dvlog-dataset/dvlog-dataset/317/317_visual.npy,899,899,321.496501,118196.661067,False,False
37,9,101,951,0,-2.624626,2.475859,0.993943,1,0,5.100486,5.106561,,data/dvlog-dataset/dvlog-dataset/951/951_visual.npy,data/dvlog-dataset/dvlog-dataset/951/951_acoustic.npy,data/dvlog-dataset/dvlog-dataset/951/951_visual.npy,367,367,223.409937,70235.764793,False,False
37,10,88,839,0,-2.520740,2.515938,0.993547,1,0,5.036678,5.043152,,data/dvlog-dataset/dvlog-dataset/839/839_visual.npy,data/dvlog-dataset/dvlog-dataset/839/839_acoustic.npy,data/dvlog-dataset/dvlog-dataset/839/839_visual.npy,614,614,254.699823,94408.544273,False,False
38,1,85,808,0,-2.720696,2.600963,0.995139,1,0,5.321659,5.326532,,data/dvlog-dataset/dvlog-dataset/808/808_visual.npy,data/dvlog-dataset/dvlog-dataset/808/808_acoustic.npy,data/dvlog-dataset/dvlog-dataset/808/808_visual.npy,365,365,215.034881,68346.006020,False,False
38,2,59,608,0,-2.614578,2.672037,0.994967,1,0,5.286615,5.291662,,data/dvlog-dataset/dvlog-dataset/608/608_visual.npy,data/dvlog-dataset/dvlog-dataset/608/608_acoustic.npy,data/dvlog-dataset/dvlog-dataset/608/608_visual.npy,976,976,352.567724,121226.919711,False,False
38,3,57,591,0,-2.561823,2.699744,0.994840,1,0,5.261567,5.266741,,data/dvlog-dataset/dvlog-dataset/591/591_visual.npy,data/dvlog-dataset/dvlog-dataset/591/591_acoustic.npy,data/dvlog-dataset/dvlog-dataset/591/591_visual.npy,675,675,220.345184,96818.602501,False,False
38,4,92,873,0,-2.650394,2.595445,0.994758,1,0,5.245839,5.251094,,data/dvlog-dataset/dvlog-dataset/873/873_visual.npy,data/dvlog-dataset/dvlog-dataset/873/873_acoustic.npy,data/dvlog-dataset/dvlog-dataset/873/873_visual.npy,302,302,202.662281,65744.021251,False,False
38,5,60,618,0,-2.559756,2.675684,0.994704,1,0,5.235440,5.240750,,data/dvlog-dataset/dvlog-dataset/618/618_visual.npy,data/dvlog-dataset/dvlog-dataset/618/618_acoustic.npy,data/dvlog-dataset/dvlog-dataset/618/618_visual.npy,1102,1102,320.649341,127473.367793,False,False
38,6,51,518,1,2.659368,-2.563501,0.005363,0,0,5.222869,5.228246,,data/dvlog-dataset/dvlog-dataset/518/518_visual.npy,data/dvlog-dataset/dvlog-dataset/518/518_acoustic.npy,data/dvlog-dataset/dvlog-dataset/518/518_visual.npy,993,993,367.303689,115845.678712,False,False
38,7,70,690,0,-2.570546,2.632357,0.994530,1,0,5.202904,5.208389,,data/dvlog-dataset/dvlog-dataset/690/690_visual.npy,data/dvlog-dataset/dvlog-dataset/690/690_acoustic.npy,data/dvlog-dataset/dvlog-dataset/690/690_visual.npy,701,701,278.668262,100822.280770,False,False
38,8,101,951,0,-2.646815,2.549106,0.994491,1,0,5.195920,5.201444,,data/dvlog-dataset/dvlog-dataset/951/951_visual.npy,data/dvlog-dataset/dvlog-dataset/951/951_acoustic.npy,data/dvlog-dataset/dvlog-dataset/951/951_visual.npy,367,367,223.409937,70235.764793,False,False
38,9,2,28,1,2.692119,-2.500001,0.005529,0,0,5.192120,5.197665,,data/dvlog-dataset/dvlog-dataset/28/28_visual.npy,data/dvlog-dataset/dvlog-dataset/28/28_acoustic.npy,data/dvlog-dataset/dvlog-dataset/28/28_visual.npy,1016,1016,371.354278,120904.499423,False,False
38,10,97,925,0,-2.554603,2.622126,0.994385,1,0,5.176728,5.182359,,data/dvlog-dataset/dvlog-dataset/925/925_visual.npy,data/dvlog-dataset/dvlog-dataset/925/925_acoustic.npy,data/dvlog-dataset/dvlog-dataset/925/925_visual.npy,323,322,202.662281,66578.044371,False,False
